model_id,authors,commit_count
thenlper/gte-large,thenlper,24
thenlper/gte-large,tomaarsen,4
thenlper/gte-large,yapchunwei,1
tiiuae/falcon-7b-instruct,Daniel Hesslow,8
tiiuae/falcon-7b-instruct,DanielHesslow,1
tiiuae/falcon-7b-instruct,FalconLLM,12
tiiuae/falcon-7b-instruct,Rocketknight1,1
tiiuae/falcon-7b-instruct,SFconvertbot,1
tiiuae/falcon-7b-instruct,epignatelli,1
tiiuae/falcon-7b-instruct,julien-c,1
tiiuae/falcon-7b-instruct,nilabhra,1
tiiuae/falcon-7b-instruct,olivierdehaene,1
tiiuae/falcon-7b-instruct,pcuenq,1
tiiuae/falcon-7b-instruct,sgugger,1
tiiuae/falcon-7b-instruct,slippylolo,5
tiiuae/falcon-7b-instruct,victor,1
tiiuae/falcon-7b-instruct,ybelkada,2
timbrooks/instruct-pix2pix,kanhaiya0999,1
timbrooks/instruct-pix2pix,patrickvonplaten,11
timbrooks/instruct-pix2pix,radames,1
timbrooks/instruct-pix2pix,timbrooks,1
timbrooks/instruct-pix2pix,valhalla,6
timm/resnet50.a1_in1k,rwightman,3
timpal0l/mdeberta-v3-base-squad2,SFconvertbot,1
timpal0l/mdeberta-v3-base-squad2,timpal0l,10
tner/roberta-large-ontonotes5,asahi417,8
to-be/donut-base-finetuned-invoices,to-be,3
tohoku-nlp/bert-base-japanese,Julien Chaumond,1
tohoku-nlp/bert-base-japanese,Thomas Wolf,1
tohoku-nlp/bert-base-japanese,cl-tohoku,2
tohoku-nlp/bert-base-japanese,elishowk,1
tohoku-nlp/bert-base-japanese,lysandre,1
tohoku-nlp/bert-base-japanese,patrickvonplaten,2
tohoku-nlp/bert-base-japanese,singletongue,1
tohoku-nlp/bert-base-japanese,system,6
trl-internal-testing/tiny-random-LlamaForCausalLM,SFconvertbot,1
trl-internal-testing/tiny-random-LlamaForCausalLM,Younes Belkada,1
trl-internal-testing/tiny-random-LlamaForCausalLM,ybelkada,5
trpakov/vit-face-expression,Auyez Khassenov,1
trpakov/vit-face-expression,SFconvertbot,1
trpakov/vit-face-expression,trpakov,7
tsmatz/xlm-roberta-ner-japanese,SFconvertbot,1
tsmatz/xlm-roberta-ner-japanese,librarian-bot,1
tsmatz/xlm-roberta-ner-japanese,tsmatz,24
tuner007/pegasus_paraphrase,julien-c,1
tuner007/pegasus_paraphrase,system,6
tuner007/pegasus_paraphrase,tuner007,2
ufal/robeczech-base,Milan Straka,9
ufal/robeczech-base,SFconvertbot,1
ufal/robeczech-base,foxik,9
ufal/robeczech-base,nazneen,1
ufal/robeczech-base,system,1
unitary/toxic-bert,ckoecher,1
unitary/toxic-bert,laurahanu,6
unitary/toxic-bert,patrickvonplaten,2
unitary/toxic-bert,system,1
unitary/toxic-bert,unitary,5
unsloth/llama-3-8b-bnb-4bit,danielhanchen,66
unsloth/llama-3-8b-bnb-4bit,shimmyshimmer,7
unsloth/llama-3-8b-bnb-4bit,xianbao,1
unslothai/1,danielhanchen,5
vectara/hallucination_evaluation_model,Forrest Bao,4
vectara/hallucination_evaluation_model,Miaoran000,4
vectara/hallucination_evaluation_model,adrien357,1
vectara/hallucination_evaluation_model,eskibars,2
vectara/hallucination_evaluation_model,forrest-vectara,4
vectara/hallucination_evaluation_model,minseokbae,2
vectara/hallucination_evaluation_model,ofermend,16
vectara/hallucination_evaluation_model,simonhughes22,25
vikhyatk/moondream2,RahulPx,1
vikhyatk/moondream2,osanseviero,1
vikhyatk/moondream2,pranay-ar,1
vikhyatk/moondream2,vikhyatk,58
vikhyatk/moondream2,zesquirrelnator,1
vikp/surya_det3,vikp,46
vinai/phobert-base-v2,dqnguyen,6
vinid/plip,vinid,5
w11wo/indonesian-roberta-base-posp-tagger,SFconvertbot,1
w11wo/indonesian-roberta-base-posp-tagger,system,1
w11wo/indonesian-roberta-base-posp-tagger,w11wo,12
wangqixun/YamerMIX_v8,wangqixun,8
wasmdashai/wasmai-7b-v1,wasmdashai,2
xiaxy/elastic-bert-chinese-ner,xiaxy,3
xlnet/xlnet-base-cased,joaogante,1
xlnet/xlnet-base-cased,julien-c,1
xlnet/xlnet-base-cased,nielsr,3
xlnet/xlnet-base-cased,system,12
yangheng/deberta-v3-base-absa-v1.1,SFconvertbot,1
yangheng/deberta-v3-base-absa-v1.1,yangheng,10
yangheng/deberta-v3-base-absa-v1.1,yangheng95,1
ybelkada/tiny-random-T5ForConditionalGeneration-calibrated,Younes Belkada,1
ybelkada/tiny-random-T5ForConditionalGeneration-calibrated,ybelkada,2
yikuan8/Clinical-Longformer,system,1
yikuan8/Clinical-Longformer,yikuan8,18
yiyanghkust/finbert-tone,joaogante,1
yiyanghkust/finbert-tone,system,1
yiyanghkust/finbert-tone,yiyang,1
yiyanghkust/finbert-tone,yiyanghkust,18
yosuke/bert-base-japanese-char,Julien Chaumond,1
yosuke/bert-base-japanese-char,patrickvonplaten,2
yosuke/bert-base-japanese-char,system,13
zer0int/CLIP-GmP-ViT-L-14,zer0int,28
